id,theme,sous_theme,categorie,question,Choix_A,Choix_B,Choix_C,bonne_reponse,justification
484,3,3,A,484 - La commission des sanctions de l'Agence Française Anti-corruption peut prononcer une sanction pécuniaire :,D'un montant allant jusqu'à 200 000 € pour les personnes physiques et 1 million € pour les personnes morales,D'un montant allant jusqu'à 200 000 € pour les personnes physiques et morales,D'un montant allant jusqu'à 1 million € pour les personnes physiques et morales,A,L'article 17 de la loi du 9 décembre 2016 (La loi sapin 2)
485,3,3,A,"485 - Après la cessation de la relation, quelle est la durée de conservation et d'archivage des documents relatifs à l'identité du client et ses opérations ?",1 an,3 ans,5 ans,C,Article L 561-12 du Code monétaire et financier
486,3,3,A,486 - A partir de quel montant les opérations en espèces effectuées sur un compte dépôt doivent-elles être déclarées à TRACFIN ?,100 000 € sur une année calendaire,100 000 € sur un mois calendaire,10 000 € sur un mois calendaire,C,Article R561-31-2 du CMF
487,3,3,A,"487 - En matière de lutte contre le blanchiment et le financement du terrorisme (LCB-FT), sur quoi est fondée l'obligation de vigilance ?",Sur l'origine des fonds.,Sur l'évaluation des risques,Sur des franchissements seuils,B,Article L. 561-4-1 du CMF
488,3,3,A,488 - La cellule Tracfin est :,Le bureau de représentation du Groupe d'action financière (Gafi) en France,Un service à compétence nationale rattaché au Ministère des Finances et des Comptes Publics,Une agence gouvernementale spécialisée indépendante,B,CMF art. R. 561-33- Site internet fatf-gafi.org
489,3,3,A,489 - Qui exerce le pouvoir de sanctions en cas de manquements aux obligations de déclarations à TRACFIN pour les banques?,L'ACPR,L'AMF,L'IOSCO (ou OICV),A,CMF (art L612-1 6° )
490,3,3,A,490 - L'échange automatique d'informations (EAI) est une norme de l'OCDE visant pour les Etats signataires :,Un échange systématique d'informations relatives aux comptes financiers ouverts dans ces Etats,Un échange systématique d'informations relatives à l'ensemble des données personnelles des personnes physiques,Un échange systématique de tout type d'information en cas de force majeure,A,OCDE - Norme d'échange automatique de renseignements relatifs aux comptes financiers en matière fiscale du 15 juillet 2014
491,3,3,A,491 - Le cadre juridique de la lutte contre le blanchiment est délimité par :,Le Code de la consommation.,Les articles L561 et suivants du Code monétaire et financier.,Le Code de commerce.,B,Article L. 561-1 et suivants du CMF
493,3,3,A,493 - TRACFIN (Traitement du Renseignement et Action contre les Circuits Financiers clandestins) doit remplir plusieurs missions. Lesquelles ?,Collecter les déclarations d'ouverture de compte et les analyser,"Collecter les déclarations de soupçon, les analyser et enquêter","Collecter des informations, les analyser, enquêter et infliger des sanctions pénales",B,CMF L561-23 et suivants
494,3,3,A,"494 - Pour le professionnel, en matière de LAB, comment se concrétise l'obligation de vigilance ?",Il établit sa propre classification des risques et un dispositif de contrôle formalisé de son activité.,Il prend en compte la grille de classification des risques proposée par TRACFIN.,Il formalise un dispositif de contrôle qui ne passe pas par une classification des risques,A,Article L. 561-4-1 du CMF
495,3,3,A,495 - Lorsqu'une opération qui aurait dû faire l'objet d'une déclaration de soupçon auprès de TRACFIN a malgré tout été réalisée:,Les services de TRACFIN doivent en être informés sans délai,Celle-ci sera automatiquement annulée par les tribunaux,Le professionnel risque une interdiction d'exercer son activité pendant au moins cinq années,A,"Article L 561-16, al. 2 du CMF"
496,3,3,A,496 - Comment qualifie-t-on l'acte d'apporter son concours à une opération de placement du produit direct ou indirect d'un crime ou d'un délit ?,Délit d'initié.,Blanchiment d'argent.,Manipulation de cours.,B,"C. pén., art. 324-1."
497,3,3,A,497 - Concernant l'identification du client par les entreprises d'investissement dans le cadre de la lutte anti-blanchiment :,Celle-ci ne concerne que les clients occasionnels du prestataire,Celle-ci se fonde uniquement sur les déclarations verbales du client,Celle-ci doit se faire au regard de justificatifs fournis par le client et vérifiés par le prestataire,C,Article R 561-5 CMF
498,3,3,A,498 - Le client bénéficiaire de la relation d'affaires :,N'a pas besoin d'être connu du PSI,Ne peut être qu'une personne morale,Doit être identifié dès l'entrée en relation,C,Article L561-5 du code monétaire et financier
499,3,3,A,"499 - En matière de lutte anti-blanchiment, que doit faire le prestataire de services d'investissement (PSI) s'il n'est pas en mesure d'identifier son client ou d'obtenir des informations sur l'objet et la nature de la relation d'affaires ?",Le prestataire de services d'investissement exécute les opérations prévues mais déclare ses opérations auprès de l'AMF.,"Le prestataire de services d'investissement n'exécute aucune opération, quelles qu'en soient les modalités, et n'entame aucune relation d'affaires avec ce client. Si la relation a déjà été établie, en raison du risque de blanchiment jugé faible, le prestataire doit y mettre un terme.",Le prestataire de services d'investissement exécute les opérations prévues puis réclame à son client les justificatifs nécessaires.,B,"C. mon. fin., art. L561-8."
500,3,3,A,500 - L'identification du client et la vérification de son identité :,Sont des obligations prévues par la loi qui ne peuvent s'appliquer qu'une fois seulement : lors de l'entrée en relation.,"Sont des obligations prévues par la loi, qui ne s'appliquent pas à tous les clients.","Sont des obligations prévues par la loi lors de l'entrée en relation, qui peuvent également s'accompagner de la vérification du bénéficiaire effectif de la relation.",C,Art. L. 561-5 du CMF
501,3,3,A,501 - Les déclarations de soupçon à Tracfin concernent les sommes pouvant provenir d'une infraction passible d'une peine privative de liberté :,Supérieure à 10 ans,Supérieure à 5 ans,Supérieure à 1 an,C,Article L 561-15 du Code monétaire et financier
502,3,3,A,"502 - Dans une opération ou transaction dans laquelle l'identité du client a été validée, le montant de l'opération ou de la transaction est faible, les fonds en vue de l'opération ou de la transaction proviennent d'un établissement de crédit, le professionnel",Est exonéré de son obligation de vigilance,Reste soumis aux obligations de vigilance standard en matière d'identification du client et de l'obligation déclarative éventuelle de soupçon,Doit identifier le client mais ne peut pas le déclarer à Tracfin,B,"Tracfin ""obligation de vigilance"" - CMF art. L. 561-9 - art. L. 561-2 - art. L. 561-5 et 6 - art. L. 561-36 - AMF site internet""Lutte Anti Blanchiment"""
503,3,3,A,503 - Le déclarant d'un soupçon de financement de terrorisme :,Peut être poursuivi s'il déclare des secrets professionnels,Ne peut être poursuivi pour violation du secret professionnel,"Ne peut être poursuivi pour violation du secret professionnel sous réserve que la déclaration de soupçon ait été
effectuée de bonne foi",C,"Article L.561-22 du
CMF"
504,3,3,A,"504 - Lorsqu'une déclaration de soupçon de blanchiment de capitaux est effectuée auprès de TRACFIN, laquelle de ces propositions est exacte ?","Il est interdit, à l'intérieur d'un groupe financier, de s'informer mutuellement de l'existence et du contenu d'une déclaration de soupçon",La divulgation de la déclaration de soupçon aux personnes visées par la dite déclaration est sanctionnée pénalement,Les déclarations de soupçon concernant des personnes politiquement exposées (PPE) peuvent leur être divulguées,B,CMF art. L. 561-19 à 21 - art. L.561-24
505,3,3,A,"505 - Quelle peine maximale encourt un collaborateur d'un organisme financier qui porte son concours à une opération de blanchiment, voire qui utilise les facilités que procure l'exercice de son activité professionnelle ?",10 ans d'emprisonnement et 750.000 euros d'amende,3 ans d'emprisonnement et 500.000 euros d'amende,20 ans d'emprisonnement et 300.000 euros d'amende,A,Article 324-2 du Code pénal
506,3,3,A,"506 - Quelle activité, parmi les suivantes, est considérée comme du blanchiment de capitaux?",L'optimisation fiscale,La conversion ou le transfert de biens en vue de déguiser leur origine illicite,Le financement du terrorisme,B,"Voir le site :
https://www.fatf-gafi.org/fr/foireauxquestionsfaq/blanchimentdecapitaux/"
508,3,3,A,508 - Le Prestataire de Services d'Investissement (PSI) qui a un soupçon de blanchiment :,Doit déclarer l'opération ou le client à Tracfin,Peut déclarer l'opération ou le client à Tracfin,Doit signaler l'opération ou le client au Procureur de la République,A,Convention du Conseil de l'Europe relative au blanchiment - Décret 2009.874 du 16/07/2009 art.2 - CMF art. L. 565-15 II - Analyse typologique in site Tracfin circuits financiers clandestins
509,3,3,A,509 - L'évaluation du risque de blanchiment d'un client ou d'une opération est :,Standardisée et homogène pour tous les professionnels assujettis,Définie selon une approche proportionnelle aux risques de chaque client et chaque opération de l'assujetti concerné,Facultative depuis la 4ème directive européenne,B,CMF Art. L651-32
510,3,3,A,510 - Le simple fait d'apporter un concours à une opération de placement du produit d'un délit constitue-t-il un fait de blanchiment ?,"Non, mais c'est une faute professionnelle","Non, mais c'est un délit d'obstruction à la justice","Oui, cela constitue un fait de blanchiment",C,Art 324-1 du code pénal
511,3,3,A,"511 - Constitue le délit de blanchiment de capitaux le fait d'apporter son concours à une opération de placement, de dissimulation ou de conversion du produit direct ou indirect :",D'un crime exclusivement,D'une infraction quelle qu'elle soit,D'un crime ou d'un délit,C,324-1 du code pénal
512,3,3,A,"512 - Lorsqu'il n'existe pas de soupçon de blanchiment ou de financement du terrorisme, des mesures de vigilance simplifiées peuvent être mises en oeuvre :",Dans tous les cas,En aucun cas,Uniquement pour les produits qui présentent un faible risque de blanchiment ou de financement du terrorisme,C,CMF L561-9
513,3,3,A,"513 - Dans le cadre de la réglementation FACTA (foreign account tax compliance act) et au moment de l'entrée en relation, les PSI font compléter à leurs clients personnes physiques :",Une déclaration d'intention,Une auto-certification fiscale,Un engagement sur l'honneur de se conformer aux exigences fiscales américaines,B,code général des impôts art 1649AC / CMF L564-1
514,3,3,A,514 - À quels clients les PSI doivent-ils appliquer des mesures de vigilance complémentaire ?,"Aux clients ""Personnes Politiquement Exposées (PPE)""",A tous les clients non-résidents,Aux sociétés cotées sur un marché règlementé situées dans l'Union Européenne,A,CMF L561-10
515,3,3,A,515 - Auprès de qui est placée l'AFA (Agence Française Anti-corruption) ?,Des ministères du Budget et de la Justice conjointement,De l'ACPR (Autorité de Contrôle Prudentiel et de Résolution),De l'AMF (Autorité des Marchés Financiers),A,Loi n° 2016-1691 du 9 décembre 2016
516,3,3,A,"516 - Dans le cadre de la loi Sapin 2 relative à la transparence, à la lutte contre la corruption et à la modernisation de la vie économique, en quoi consiste la cartographie des risques ?",A identifier les risques d'exposition de la société à des sollicitations externes aux fins de corruption,A identifier les risques pays par zone géographique,A identifier les risques de non paiement de la société client par client,A,Article 17 de la loi n° 2016-1691 du 9 décembre 2016
517,3,3,A,517 - La déclaration de soupçon d'une transaction doit être envoyée à TRACFIN (Traitement du Renseignement et Action contre les Circuits FINanciers clandestins) :,Immédiatement après l'exécution de la transaction,Préalablement à l'exécution de la transaction,A une périodicité convenue avec TRACFIN,B,L561-15 - Code Monétaire et Financier
518,3,3,A,"518 - Dans le cadre de la lutte contre le financement du terrorisme, les déclarations de soupçon sont adressées :",Au GAFI,A TRACFIN,A l'AMF,B,"Site économie.gouv.fr - Le portail de l'Économie, des Finances, de l'Action et des Comptes publics - Tracfin - Missions"
519,3,3,A,"519 - Dans le cadre de la lutte contre le blanchiment, que signifie l'approche par les risques :",Il s'agit de nouveaux ratios,C'est une méthode de blanchiment pour ne pas être pris,C'est la mise en place de mesures de vigilance adaptées au niveau de risque de blanchiment,C,Article 13 alinéa 2 et article 30 alinéa 8 de la Directive (UE) 2015/849 du 20 mai 2015 relative à la prévention de l'utilisation du système financier aux fins du blanchiment de capitaux ou du financement du terrorisme
520,3,3,A,520 - Qu'est-ce que FATCA (Foreign Account Tax Compliance Act) ?,Un traité international permettant de lutter contre la double imposition,Un accord permettant l'échange d'informations entre pays européens sur les ouvertures de comptes,Une loi américaine visant à lutter contre l'évasion fiscale des contribuables américains sur les revenus de leurs comptes détenus à l'étranger,C,"H.R.3933 - Foreign Account Tax Compliance Act of 2009 - To amend the Internal Revenue Code of 1986 to prevent the avoidance of tax on income from assets held abroad, and for other purposes. (Réponse correspondant au titre de la loi)"
521,3,3,A,"521 - En matière de lutte anti-blanchiment, le bénéficiaire effectif de la relation d'affaires :",Correspond obligatoirement au représentant légal de l'entreprise,"Désigne la ou les personnes physiques qui contrôlent en dernier lieu directement ou indirectement le client, ou pour laquelle ou lesquelles l'opération ou l'activité est réalisée",Est une donnée confidentielle qui n'est pas fournie au banquier lors de l'ouverture de compte,B,Article L561-2-2 du code monétaire et financier
522,3,3,A,"522 - Avant l'entrée en relation, puis pendant la durée de la relation, dans quel cas y-a-t-il obligation de vigilance renforcée ?",Le client est un élu local,Le client est un chef d'entreprise,Le client est une personne politiquement exposée,C,Article L561-10 2° du code monétaire et financier
523,3,3,A,523 - Parmi les propositions suivantes quelle personne peut être une personne politiquement exposée ?,Un magistrat de la Cour des comptes,Un juge d'instruction,Un directeur d'une société du CAC 40,A,"CMF Art. R. 561-18 1
et
Numéro spécial Lettre de Tracfin sur les innovations de la 4ème Directive anti-blanchiment, octobre 2015 : page 1 paragraphe 2
et
 Directive (UE) 2015/849 du Parlement européen http://www.economie.gouv.fr/files/nspecial_4edirective.pdf : page 141/87 - 9) - e)"
524,3,3,A,524 - Quel est le rôle du Groupe d'Action Financière - GAFI ?,Superviser les agences de notation financière,Concevoir et diffuser les méthodologies de la normalisation comptable internationale,Concevoir les normes et assurer l'impulsion de la stratégie en matière de lutte contre le blanchiment des capitaux,C,"Voir le site :
https://www.fatf-gafi.org/fr/aproposdugafi/"
525,3,3,A,525 - La 5e Directive LCB-FT impose aux établissements financiers,La mise en place pour une société d'un système de signature electronique,"La mise en place, pour une société, d'un système d'identification du bénéficiaire effectif en dernier ressort","La mise en place, pour une société, d'un système d'identification du directeur executif",B,"ACPR - ""Les apports du décret du 18 avril 2018 renforçant le dispositif français de lutte
contre le blanchiment de capitaux et le financement du terrorisme"" 
et
Décret n° 2018-284 du 18 avril 2018 - Titre Ier : DISPOSITIONS MODIFIANT LE CODE MONÉTAIRE ET FINANCIER - Chapitre IV : Dispositions modifiant le chapitre Ier du titre VI du livre V - Article 5"
526,3,3,A,526 - Que prévoit la 5e Directive LCB-FT ?,L'assujettissement à la LCB-FT des services liés aux cryptos-actifs,De différer à la 6e Directive l'assujettissement à la LCB-FT des services liés aux cryptos-actifs,Des mesures d'exonération pour les établissements qui n'interviennent pas sur les crypto-actifs,A,Directive (UE) 2018/843 Article 1 -2-d
527,3,3,A,527 - Quelles sont les entreprises tenues de prendre des mesures destinées à prévenir et à détecter la commission de faits de corruption ou de trafic d'influence ?,Les entreprises de plus de 50 salariés et dont le chiffre d'affaires est supérieur à 10 millions d'euros,Les entreprises de plus de 500 salariés et dont le chiffre d'affaires est supérieur à 100 millions d'euros,Les entreprises de plus de 1000 salariés et dont le chiffre d'affaires est supérieur à 100 millions d'euros,B,"Article 17 de la loi n° 2016-1691 du 9 décembre 2016 relative à la transparence, à la lutte contre la corruption et à la modernisation de la vie économique"
528,3,3,A,528 - Quelle est l'autorité compétente en matière de contrôle du dispositif de lutte contre le blanchiment mis en place par les sociétés de gestion de portefeuille ?,Tracfin,L'Autorité des Marchés Financiers,La Banque de France,B,Article L. 561-36 du code monétaire et financier
529,3,3,A,529 - À qui s'applique la vigilance renforcée ?,"Aux clients ""personnes politiquement exposées (PPE)""",Aux bénéficiaires effectifs,Aux sociétés cotées sur un marché réglementé situées dans l'Union Européenne.,A,"Site internet : portail economie.gouv.fr./ site TRACFIN / les obligations de vigilance/ Quelles vigilances le professionnel doit-il appliquer ?
url : https://www.economie.gouv.fr/tracfin/obligations-vigilance-0"
530,3,3,A,"530 - Dans le cadre de la LCB-FT, quelles premières actions les organismes financiers doivent-ils accomplir avant l'entrée en relation avec un client, par rapport à l'identité de ce client ?",Vérifier sa bonne réputation en demandant la communication d'un extrait du casier judiciaire,Vérifier son identité en lui demandant un document officiel et vérifier le caractère probant du justificatif produit,Demander l'autorisation de l'ACPR s'il s'agit d'une entrée en relation dans le cadre du droit au compte,B,"Article L.561-5 du Code monétaire et financier : identification et vérification de l'identité du client
 ""I. - Avant d'entrer en relation d'affaires avec leur client ou de l'assister dans la préparation ou la réalisation d'une transaction, les personnes mentionnées à l'article L. 561-2 :
1° Identifient leur client et, le cas échéant, le bénéficiaire effectif au sens de l'article L. 561-2-2 ;
2° Vérifient ces éléments d'identification sur présentation de tout document écrit à caractère probant. […]"""
531,3,3,A,531 - Quelles sont les peines encourues pour un délit de blanchiment ?,Le délit de blanchiment est puni de cinq ans d'emprisonnement et 375 000 euros d'amende.,Le délit de blanchiment aggravé est puni de cinq ans d'emprisonnement et 375 000 euros d'amende.,Le délit de blanchiment est puni d'un an d'emprisonnement et de 150 000 euros d'amende.,A,"C. pén., art. 324-1 Al.3 et 324-2."
532,3,3,A,"532 - La notion de ""blanchiment de capitaux"" recouvre notamment :",La conversion ou le transfert de biens provenant d'une activité criminelle ou d'une participation à une telle activité.,Le fait de rapatrier des fonds d'un pays étranger.,Le fait de donner une apparence illicite aux fonds issus d'une activité licite.,A,Code pénal : article 324-1
533,3,3,A,533 - Quelle est la mission de TRACFIN ?,Sanctionner les organismes financiers et non financiers,Contrôler le dispositif LCB/FT des organismes financiers et non financiers,Recueillir et analyser les déclarations de soupçon transmises par les organismes financiers et non financiers,C,"Site internet : portail economie.gouv.fr./ site TRACFIN / le rôle de TRACFIN
url : https://www.economie.gouv.fr/tracfin/role-tracfin"
534,3,3,A,534 - Quel type d'organisation est le GAFI (Groupe d'action financière) ?,Un organisme dépendant des Nations Unies,Un organisme intergouvernemental regroupant un nombre limité de pays,Un organisme dépendant de l'OCDE,B,"Site Internet : GAFI : www.fatf-gafi.org
Page ""A propos du GAFI"" /Qui sommes-nous ? 
url : http://www.fatf-gafi.org/fr/aproposdugafi/"
535,3,3,A,"535 - Dans le cadre de la lutte contre le blanchiment de capitaux, lorsque le client d'un Prestataire de Services d'Investissement (PSI) n'est pas physiquement présent lors de l'identification ni représenté par son représentant légal, le PSI doit :",Appliquer au moins une mesure de vigilance complémentaire notamment en vue de confirmer l'identité du client,Rompre sans délai toutes relations d'affaires avec son client,Les déclarations de soupçon concernant des personnes politiquement exposées (PPE) peuvent leur être divulguées,A,Article L 561 - 10 du CMF
536,3,3,A,"536 - Dans le cas où le client est une personne morale, la procédure d 'identification, dans le cadre de la réglementation contre le blanchiment des capitaux, implique que le professionnel assujetti :",Applique des mesures d 'examen renforcé,Réalise une vérification de l 'authenticité des documents présentés par le client auprès des autorités qui les ont émis,"Etende la procédure d 'identification aux personnes physiques qui contrôlent le client, personne morale",C,"Article L561-5 du CMF
Article R561-5 du CMF"
537,3,3,A,537 - La coopération internationale en termes de lutte contre le blanchiment de capitaux et de financement du terrorisme constitue un des objectifs principaux pour :,Le Groupe d 'Action Financière (GAFI),Le Comité de Bâle,L'Organisation de Coopération et de Développement Economiques (OCDE),A,RECOMMANDATIONS DU GAFI ADOPTEES PAR LA PLENIERE DU GAFI EN FEVRIER 2012
539,3,3,A,539 - Lorsqu 'un professionnel assujetti aux dispositions relatives à la lutte contre le blanchiment des capitaux n 'est pas en mesure d 'identifier son client ou d 'obtenir des informations sur l 'objet et la nature de la relation d 'affaires :,Il ne poursuit aucune relation d 'affaires avec ce client,Il peut exécuter les opérations du client sous réserve d'effectuer une déclaration de soupçon auprès de TRACFIN,Il peut poursuivre la relation d'affaires sous réserve de pouvoir démontrer qu'il a accompli toutes les diligences possibles pour recueillir ces informations,A,Article L.561-8 du CMF
540,4,4,A,540 - Que risque un salarié qui alerte l'AMF lorsqu'il soupçonne une opération potentiellement constitutive d'un abus de marché ?,Un blâme prononcé par l'AMF si les faits ne sont pas avérés,Des poursuites pénales pour complicité,Aucune sanction s'il agit de bonne foi et de manière désintéressée,C,Article L634-3 du code monétaire et financier
541,4,4,A,541 - Qu'est-ce qu'une liste d'initiés ?,La liste globale du personnel du prestataire de services d'investissement,Une liste de toutes les personnes ayant accès à des informations privilégiées sur des émetteurs,La liste de personnes expertes en marchés financiers,B,Article 18 du Règlement (UE) N° 596/2014 du 16 avril 2014 sur les abus de marché
542,4,4,A,542 - Auprès de qui est effectuée la déclaration de soupçon d'abus de marché ?,L'Autorité des Marchés Financiers (AMF),La Banque de France,Le Groupe d'Action Financière (GAFI),A,"Article 16 §2 du Règlement n° 596/2014 du parlement européen et du Conseil ( Règlement Abus de marché)
du 16 avril 2014"
543,4,4,A,543 - Toutes tentatives d'opération d'initié :,Doivent être déclarées sans retard à l'AMF,Doivent être déclarées sans retard à la Banque de France,Ne doivent pas être déclarées tant que la transaction n'a pas eu lieu,A,"Article 16 Règlement (UE) no 596/2014 du 16 avril 2014 et information AMF ""Les déclarations d'opérations suspectes"" du 6 septembre 2016"
545,4,4,A,545 - Les émetteurs doivent conserver la liste d'initiés pour une période d'au moins :,Un an après son établissement ou sa mise à jour,Cinq ans après son établissement ou sa mise à jour,Dix ans après son établissement ou sa mise à jour,B,Article 18 Règlement (UE) no 596/2014 du 16 avril 2014
546,4,4,A,546 - Quelle est la bonne définition du late trading ?,Une opération de souscription ou de rachat transmise et acceptée au delà de l'heure limite mentionnée sur le prospectus de l'OPC,Une opération de souscription effectuée par un investisseur étranger avec un fort décalage horaire,Une opération d'arbitrage entre un OPCVM actions et l'achat direct des titres le composant sur le marché des actions,A,Position AMF 2004-07 maj le 24 janvier 2019 Art 1.3
547,4,4,A,547 - Le market timing correspond :,Au processus de valorisation de parts de fonds d'investissement,Au traitement des ordres collectés sur les parts d'un fonds d'investissement,A une opération d'arbitrage sur la valeur liquidative d'un fonds d'investissement,C,Position AMF - Les pratiques de market timing et de late trading - DOC-2004-07 mise à jour le 24 janvier 2019 - Paragraphe 1.1 Qu'est-ce que le market timing ?
548,4,4,A,548 - Que peuvent ou doivent faire les personnes détentrices d'une information privilégiée ?,"S'abstenir de toute opération d'achat ou de vente sur les instruments financiers de l'émetteur concerné dès qu'elles ont connaissance d'une ""information privilégiée"" (et ce tant que celle-ci n'a pas été rendue publique)","Intervenir sur le marché du titre concerné, sous réserve (condition nécessaire et suffisante) d'en avertir préalablement la Direction Générale de leur établissement",Procéder à des opérations de vente sur les instruments financiers de l'émetteur concerné mais en aucun cas effectuer des opérations d'achat sur ces instruments financiers,A,"Article 8 du Règlement n° 596/2014 du parlement européen et du Conseil (Règlement Abus de marché)
du 16 avril 2014"
549,4,4,A,"549 - Le champ d'application du Règlement dit ""abus de marché"" inclut les instruments financiers négociés sur :",Les marchés financiers exclusivement,Les marchés financiers exclusivement et les systèmes multilatéraux de négociation,Tout type de marché et tout type de comportement ou d'action susceptible d'avoir un effet sur un instrument financier,C,Règlement UE n° 596/2014 du 16 avril 2014 - CMF art. L. 424-2 et suivants - RGAMF art. 524-1 et suivants et 611-1
550,4,4,A,"550 - Combien de temps, au minimum, tout émetteur doit-il afficher et conserver sur son site internet toutes les informations privilégiées qu'il est tenu de publier?",Cinq ans,Trois ans,Dix ans,A,"art. 17, 1, alinéa 2 du Règlement MAR"
551,4,4,A,"551 - Une personne qui vend ou achète des titres d'une société cotée, pour elle-même ou pour un tiers, car elle a eu connaissance d'une information encore confidentielle grâce à sa profession, réalise :",Une diffusion de fausse information,Une manipulation de cours,Un délit d'initié,C,RG AMF art 320-2 et suivants
553,4,4,A,553 - A quel moment le PSI doit-il effectuer une déclaration de transaction suspecte à l´AMF ?,Uniquement si une procédure judiciaire est entamée,Dès lors qu'il a des raisons manifestes de soupçonner un délit d'initié ou une manipulation de cours,Dans un délai de trois mois maximum après la découverte de l´opération suspecte,B,"RÈGLEMENT DÉLÉGUÉ (UE) 2016/957 DE LA COMMISSION du 9 mars 2016 complétant le règlement (UE) no 596/2014 du Parlement européen et du Conseil par des normes techniques de réglementation concernant les mesures, systèmes et procédures adéquats et les modèles"
555,4,4,A,"555 - La communication d'informations, avant l'annonce d'une transaction, par un émetteur coté à des investisseurs éventuels est-elle systématiquement constitutive d'un abus de marché ?","Oui, il s'agit d'une manipulation de cours","Oui, il s'agit d'un manquement d'initié","Non, s'il s'agit d'un sondage de marché dans le respect de règles contraignantes",C,Article 11 du Règlement n° 596/2014 du parlement européen et du Conseil ( Règlement Abus de marché) du 16 avril 2014
557,4,4,A,"557 - Pour parer les risques de late trading, quel acteur doit contrôler le respect de la date et de l'heure limite de centralisation des ordres de souscription et de rachat mentionnées dans le prospectus ?",Le centralisateur,L'Autorité des Marchés Financiers (AMF),L'Autorité de Contrôle Prudentiel et de Résolution (ACPR),A,Article 411-65 cmf et DOC-2004-07 de l'AMF
558,4,4,A,558 - Quelle opération réalisée par un client pourrait constituer une opération suspecte en matière d'abus de marché ?,"Après avoir suivi les conseils de sa banque, le client a investi une somme d'argent dans différents instruments financiers","Plusieurs transactions inhabituelles pour le client sur un instrument financier, avant la diffusion d'une information au public, sur les titres d'une société cotée",Le client a ouvert un livret A pour y placer une somme d'argent résultant de la vente d'instruments financiers,B,Position-recommandation AMF 2010-23 (modifiée le 17/06/2016)articles 5 et 6.1
559,4,4,A,559 - Le fait pour une personne de réaliser des transactions est constitutif d'un délit d'initié :,Dans le cas d'une recommandation publiée dans des journaux spécialisés de faible diffusion,Dans le cas d'une publication dans une lettre de recommandation boursière réservée à ses abonnés,Dans le cas d'une recommandation dont elle sait ou devrait savoir qu'elle est fondée sur une information privilégiée,C,Article 8 §3 du Règlement n° 596/2014 du parlement européen et du Conseil (Règlement Abus de marché) du 16 avril 2014
560,4,4,A,560 - Une déclaration à l'AMF sur une opération doit être réalisée dès lors:,Qu'elle implique des clients dont la valeur du portefeuille-titres dépasse 1 000 000 euros,Qu'elle implique des clients qui ne sont pas ressortissants de l'UE,Qu'il y a suspicion de délit d'initié ou de manipulation de cours,C,CMF (art L621-17-2)
561,4,4,A,"561 - Pour pallier les risques de ""late-trading"" , opération de souscription-rachat d'un OPCVM, il convient de :",Préciser l'heure limite des réceptions des ordres chez le ou les établissements auxquels la société de gestion a confié le soin de leur centralisation.,"Communiquer aux investisseurs et/ou certains intermédiaires en temps réel, les éléments portant sur la valorisation des actifs de l'OPCVM",Mettre en œuvre les deux cas énoncés,A,Position AMF n° 2004-07 du 23/07/2004 modifié le 1er août 2012 art 1.3 et exemple B
562,4,4,A,562 - Pourquoi la pratique du Market Timing est -elle contraire au principe d'équité de traitement des porteurs de parts ?,"Parce que certains investisseurs ont accès à l'inventaire du portefeuille en ""temps réel""",Parce que la société de gestion bénéficie d'une commission plus importante découlant de cette opération,Parce que certains investisseurs échappent aux règles d'heure limite des passages d'ordre.,A,Position AMF 2004-07 Art 1.6 maj du 24 janvier 2019
563,4,4,A,563 - Le market timing est l'opération qui consiste à :,Tirer profit d'un décalage entre la valeur comptable et la valeur de marché d'un fonds,Transmettre un ordre après l'heure limite inscrite sur le prospectus.,Fermer le marché à la clôture.,A,POSITION AMF DOC-2004-07 version du 24/01/2019
564,4,4,A,"564 - Lorsqu'il y a soupçon d'abus de marché, une déclaration doit être effectuée",Obligatoirement et sans retard,Obligatoirement dans les 45 jours qui suivent,Dès que le client soupçonné est averti,A,Règlement UE 596/2014 art. 16
565,4,4,A,"565 - Au sein d'une société émettrice, qui peut être considéré comme une personne ""initiée"" au sens de la règlementation applicable aux abus de marché ?",Uniquement le dirigeant de la société,Uniquement le dirigeant et le commissaire aux comptes de la société,"Toute personne disposant dans l'exercice de sa profession ou de ses fonctions d'une information privilégiée, qu'elle soit salariée ou non",C,"Règlement UE 596/2014 du 16 avril 2014 sur les abus de marché ( ""règlement MAR"" ) - art 18"
566,4,4,A,"566 - Quel objectif poursuit, notamment, la règlementation ""abus de marché"" ?",Assurer l'intégrité des marchés,Assurer la liquidité des marchés,Préserver la volatilité des marchés,A,"préambule (point (4)) du règlement UE 596/2014 du 16 avril 2014 sur les abus de marché ( ""règlement MAR"" )"
567,4,4,A,"567 - Qui a en charge le respect des pratiques de ""market timing"" chez les sociétés de gestion ?",Le RCSI (Responsable de la Conformité pour les Services d'Investissement),Le RCCI (Responsable de la Conformité et du Contrôle Interne),Le déontologue,B,DOC-2004-07 AMF modifié le 24 janvier 2019 - Page 5
569,4,4,A,"569 - Les opérations de ""late trading"" ou de""market timing""désignent des pratiques qui :",Sont autorisées afin de permettre une meilleure liquidité des marchés financiers,Sont autorisées pour les fonds dont l'actif est composé de valeur étrangères,Sont interdites,C,Article 411-65 ou du 2° du I de l'article 422-43 du Règlement Général de l'AMF
